STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.170.000,117.000.000.000,30/2008/GCNTP-TTLK,27/08/2008
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.170.000,117.000.000.000,,
