STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,150.000.000.000,13/2008/GCNCP-CNTTLK,25/01/2008
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.000.000,50.000.000.000,15/2009/GCNCP-CNTTLK,30/03/2009
3,Điều chỉnh lần 2,Đăng ký bổ sung,500.000,5.000.000.000,13/2010/GCNCP-CNVSD,21/01/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,10.249.839,102.498.390.000,86/2010/GCNCP-CNVSD,10/06/2010
5,Điều chỉnh lần 4,Đăng ký bổ sung,500.000,5.000.000.000,08/2006/GCNCP-VSD-4,25/11/2011
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.562.014,15.620.140.000,13/2008/GCNCP-VSD-5,22/02/2012
7,Điều chỉnh lần 6,Đăng ký bổ sung,6.561.753,65.617.530.000,13/2008/GCNCP-VSD-6,06/09/2012
8,Điều chỉnh lần 7,Đăng ký bổ sung,19.686.571,196.865.710.000,13/2008/GCNCP-VSD-7,18/04/2013
9,Điều chỉnh lần 8,Đăng ký bổ sung,14.439.823,144.398.230.000,13/2008/GCNCP-VSD-8,24/12/2013
10,Điều chỉnh lần 9,Đăng ký bổ sung,26.567.100,265.671.000.000,13/2008/GCNCP-VSD-9,12/12/2014
11,Điều chỉnh lần 10,Đăng ký bổ sung,40.026.840,400.268.400.000,13/2008/GCNCP-VSD-10,17/08/2015
12,Điều chỉnh lần 11,Đăng ký bổ sung,4.513.900,45.139.000.000,13/2008/GCNCP-VSD -11,17/03/2016
13,Điều chỉnh lần 12,Đăng ký bổ sung,70.000.000,700.000.000.000,số 13/2008/GCNCP-VSD-12,11/01/2018
14,Điều chỉnh lần 13,Đăng ký bổ sung,96.590.462,965.904.620.000,số 13/2008/GCNCP-VSD-13,02/08/2019
15,Điều chỉnh lần 14,Đăng ký bổ sung,100.000.000,1.000.000.000.000,số 13/2008/GCNCP-VSD-14,27/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,411.198.302,4.111.983.020.000,,
