STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.200.000,32.000.000.000,số 90/2016/GCNCP-VSD,26/08/2016
2,Điều chỉnh lần 1,Đăng ký bổ sung,960.000,9.600.000.000,số 90/2016/GCNCP-VSD-1,26/03/2018
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,số 90/2016/GCNCP-VSD-02,09/11/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,415.985,4.159.850.000,số 90/2016/GCNCP-VSD-3,15/12/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,4.575.985,45.759.850.000,,
