STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,200.000.000.000,số 113/2016/GCNCP-VSD,30/09/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,20.000.000,200.000.000.000,,
