STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.650.000,26.500.000.000,số 89/2016/GCNCP-VSD,26/08/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.650.000,26.500.000.000,,
