STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.000.000,80.000.000.000,28 /2015/GCNCP - VSD,15/05/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,12.800.000,128.000.000.000,28/2015/GCNCP-VSD-1,01/06/2017
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.040.000,10.400.000.000,số 28/2015/GCNCP-VSD-2,28/08/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,20.000.000,200.000.000.000,số 28/2015/GCNCP-VSD-3,13/11/2018
5,Điều chỉnh lần 4,Thay đổi tên TCPH,0,0,số 28/2015/GCNCP-VSD-4,03/10/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.255.200,12.552.000.000,số 28/2015/GCNCP-VSD-5,23/04/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,25.000.000,250.000.000.000,số 28/2015/GCNCP-VSD-6,06/11/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.154.565,21.545.650.000,28/2015/GCNCP-VSD-7,17/09/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,2.105.513,21.055.130.000,28/2015/GCNCP-VSD-8,09/11/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,40.000.000,400.000.000.000,28/2015/GCNCP-VSD-9,27/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,112.355.278,1.123.552.780.000,,
