STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.948.290,19.482.900.000,18/2010/GCNCP-VSD,22/01/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.956.200,19.562.000.000,18/2010/GCNCP-VSD-1,18/07/2011
3,Điều chỉnh lần 1,Đăng ký bổ sung,0,0,2,18/07/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.904.490,39.044.900.000,,
