STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.863.133,158.631.330.000,số 47/2018/GCNCP-VSD,20/06/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,15.863.133,158.631.330.000,,
