STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,200.000.000.000,97/2015/GCNCP-VSD,15/10/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,100.000.000.000,số 97/2015/GCNCP-VSD-1,27/04/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,30.000.000,300.000.000.000,,
