STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,100.000.000,1.000.000.000.000,91/2014/GCNCP-VSD,26/12/2014
Tổng cộng:,Tổng cộng:,Tổng cộng:,100.000.000,1.000.000.000.000,,
