STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,16.000.000,160.000.000.000,88/2017/GCNCP-VSD,25/04/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,16.000.000,160.000.000.000,,
