STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,801.0,80.100.000.000,số 16/2018/GCNTP-VSD,05/06/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,801.0,80.100.000.000,,
