STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,95.513.523,955.135.230.000,Số 03/2013/GCNCP-VSD do VSD cấp ngày 22/01/2013,22/01/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,25.500.000,255.000.000.000,03/2013/GCNCP-VSD-1,26/02/2014
3,Điều chỉnh lần 2,Đăng ký bổ sung,12.955.756,129.557.560.000,03/2013/GCNCP-VSD-2,12/01/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,502.878,5.028.780.000,03/2013/GCNCP-VSD-3,06/07/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,7.100.000,71.000.000.000,03/2013/GCNCP-VSD-4,23/07/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,542.353,5.423.530.000,số 03/2013/GCNCP-VSD-5,23/08/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,15.111.899,151.118.990.000,03/2013/GCNCP-VSD-6,24/07/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,31.445.281,314.452.810.000,số 03/2013/GCNCP-VSD-7,15/05/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,21.224.257,212.242.570.000,03/2013/GCNCP-VSD-8,13/07/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.680.616,16.806.160.000,số 03/2013/GCNCP-VSD-9,18/09/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,27.560.355,275.603.550.000,số 03/2013/GCNCP-VSD-10,08/11/2018
12,Điều chỉnh lần 11,Đăng ký bổ sung,18.855.693,188.556.930.000,số 03/2013/GCNCP-VSD-11,27/09/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,1.709.964,17.099.640.000,số 03/2013/GCNCP-VSD-12,07/10/2019
14,Điều chỉnh lần 13,Đăng ký bổ sung,25.568.085,255.680.850.000,số 03/2013/GCNCP-VSD-13,23/10/2020
15,Điều chỉnh lần 14,Đăng ký bổ sung,60.000.000,600.000.000.000,03/2013/GCNCP-VSD-14,14/09/2021
16,Điều chỉnh lần 15,Đăng ký bổ sung,37.669.353,376.693.530.000,03/2013/GCNCP-VSD-15,15/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,382.940.013,3.829.400.130.000,,
