STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,9.600.000,96.000.000.000,35/2015/GCNCP-VSD,05/06/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.420.000,54.200.000.000,35/2015/GCNCP-VSD-1,19/06/2017
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.171.560,11.715.600.000,số 35/2015/GCNCP-VSD-2,22/08/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,8.095.780,80.957.800.000,số 35/2015/GCNCP-VSD-3,21/03/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,24.287.340,242.873.400.000,số 35/2015/GCNCP-VSD-4,04/11/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,3.545.203,35.452.030.000,số 35/2015/GCNCP-VSD-5,21/08/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.605.990,26.059.900.000,số 35/2015/GCNCP-VSD-6,15/12/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,16.417.999,164.179.990.000,35/2015/GCNCP-VSD-7,19/02/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,35.571.589,355.715.890.000,35/2015/GCNCP-VSD-8,04/08/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.300.000,53.000.000.000,35/2015/GCNCP-VSD-9,30/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,112.015.461,1.120.154.610.000,,
