STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.261.345,12.613.450.000,39/GCN/TTGD-LK,16/01/2002
2,Điều chỉnh lần 1,Đăng ký bổ sung,126.134,1.261.340.000,39/2010/GCNCP-VSD-1,08/04/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,41.624,416.240.000,39/2010/GCNCP-CNVSD-2,08/11/2012
4,Điều chỉnh lần 3,Đăng ký bổ sung,28.570.897,285.708.970.000,số 39/2010/GCNCP-VSD-3,21/12/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,30.000.000,300.000.000.000,,
