STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.288.540,22.885.400.000,số 24/2020/GCNCP-VSD,15/04/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.288.540,22.885.400.000,,
