STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,32.600.000,326.000.000.000,209/2010/GCNCP-VSD,20/08/2010
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,số 209/2010/GCNCP-VSD-1,24/02/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,32.600.000,326.000.000.000,209/2010/GCNCP-VSD-2,11/03/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.630.000,16.300.000.000,209/2010/GCNCP-VSD-3,16/04/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,6.682.976,66.829.760.000,209/2010/GCNCP-VSD-4,21/06/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,73.512.976,735.129.760.000,209/2010/GCNCP-VSD-5,15/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,147.025.952,1.470.259.520.000,,
