STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.000.000,30.000.000.000,81/2009/GCNCP-VSD,03/11/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,12.040,120.400.000,81/2009/GCNCP-VSD-1,25/04/2011
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,81/2009/GCNCP-VSD-2,16/06/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.012.040,30.120.400.000,,
