STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,1.000.000.000.000,số 04/2021/GCNTP-VSD,14/01/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,04/2021/GCNTP-VSD-1,21/01/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,5.650.000,565.000.000.000,04/2021/GCNTP-VSD-2,28/01/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.350.000,135.000.000.000,04/2021/GCNTP-VSD-3,25/02/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.500.000,150.000.000.000,04/2021/GCNTP-VSD-4,18/03/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.030.000,103.000.000.000,04/2021/GCNTP-VSD-5,01/04/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,600.000,60.000.000.000,04/2021/GCNTP-VSD-6,15/04/2021
8,Điều chỉnh lần 7,Đăng ký bổ sung,7.500.000,750.000.000.000,04/2021/GCNTP-VSD-7,29/04/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,15.000.000,1.500.000.000.000,04/2021/GCNTP-VSD-8,13/05/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,14.000.000,1.400.000.000.000,04/2021/GCNTP-VSD-9,27/05/2021
11,Điều chỉnh lần 10,Đăng ký bổ sung,5.200.000,520.000.000.000,04/2021/GCNTP-VSD-10,10/06/2021
12,Điều chỉnh lần 11,Đăng ký bổ sung,2.750.000,275.000.000.000,04/2021/GCNTP-VSD-11,24/06/2021
13,Điều chỉnh lần 12,Đăng ký bổ sung,12.030.000,1.203.000.000.000,04/2021/GCNTP-VSD-12,08/07/2021
14,Điều chỉnh lần 13,Đăng ký bổ sung,15.000.000,1.500.000.000.000,04/2021/GCNTP-VSD-13,22/07/2021
15,Điều chỉnh lần 14,Đăng ký bổ sung,30.000.000,3.000.000.000.000,04/2021/GCNTP-VSD-14,29/07/2021
16,Điều chỉnh lần 15,Đăng ký bổ sung,22.640.000,2.264.000.000.000,04/2021/GCNTP-VSD-15,12/08/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,159.250.000,15.925.000.000.000,,
