STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,17.000.000,170.000.000.000,55/2006/GCNCP-CNTTLK,06/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.399.996,33.999.960.000,18/2008/GCNCP-CNTTLK,25/01/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.600.004,26.000.040.000,26/2008/GCNCP-CNTTLK,05/03/2008
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.250.000,22.500.000.000,108//GCNCP-CNTTLK,06/11/2008
5,Điều chỉnh lần 4,Đăng ký bổ sung,12.625.000,126.250.000.000,09/2010/GCNCP-CNVSD,20/01/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,218.086,2.180.860.000,55/2006/GCNCP-VSD-5,29/01/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,57.334,573.340.000,55/2006/GCNCP-VSD-6,17/12/2013
8,Điều chỉnh lần 7,Đăng ký bổ sung,3.814.306,38.143.060.000,Số 55/2006/GCNCP-VSD-7,24/02/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,19.765.363,197.653.630.000,Số 55/2006/GCNCP-VSD-8,27/04/2016
10,Điều chỉnh lần 9,Đăng ký bổ sung,9.258.292,92.582.920.000,Số 55/2006/GCNCP-VSD-9,05/07/2016
11,Điều chỉnh lần 10,Đăng ký bổ sung,10.646.546,106.465.460.000,55/2006/GCNCP-VSD-10,20/06/2017
12,Điều chỉnh lần 11,Đăng ký bổ sung,12.243.457,122.434.570.000,số 55/2006/GCNCP-VSD-11,08/08/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,18.774.383,187.743.830.000,số 55/2006/GCNCP-VSD-12,18/09/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,112.652.767,1.126.527.670.000,,
