STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,13.805.162,138.051.620.000,15/2012/GCNCP-VSD,16/07/2012
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.761.166,27.611.660.000,15/2012/GCNCP-VSD-1,31/01/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,23.192.790,231.927.900.000,15/2012/GCNCP-VSD-2,09/10/2013
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.963.736,59.637.360.000,15/2012/GCNCP-VSD-3,09/06/2014
5,Điều chỉnh lần 4,Thay đổi tên TCPH,0,0,Số 15/2012/GCNCP-VSD-4,12/05/2016
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.000.000,20.000.000.000,số 15/2012/GCNCP-VSD-5,16/11/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.776.568,17.765.680.000,số 15/2012/GCNCP-VSD,28/02/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,4.853.494,48.534.940.000,15/2012/GCNCP-VSD-7,18/07/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,33.000.000,330.000.000.000,số 15/2012/GCNCP-VSD-8,27/03/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,2.500.000,25.000.000.000,số 15/2012/GCNCP-VSD-9,09/05/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,4.491.646,44.916.460.000,số 15/2012/GCNCP-VSD-10,06/11/2018
12,Điều chỉnh lần 11,Đăng ký bổ sung,19.503.180,195.031.800.000,số 15/2012/GCNCP-VSD-11,28/05/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,5.691.151,56.911.510.000,số 15/2012/GCNCP-VSD-12,24/09/2019
14,Điều chỉnh lần 13,Đăng ký bổ sung,5.900.112,59.001.120.000,số 15/2012/GCNCP-VSD-13,07/01/2021
15,Điều chỉnh lần 14,Đăng ký bổ sung,32.000.000,320.000.000.000,15/2012/GCNCP-VSD-14,30/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,157.439.005,1.574.390.050.000,,
