STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.000.000,60.000.000.000,74/2006/GCNCP-TTLK,25/12/2006
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,74/2006/GCNCP-VSD-1,26/04/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,6.000.000,60.000.000.000,74/2006/GCNCP-VSD-2,13/07/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,7.999.404,79.994.040.000,74/2006/GCNCP-VSD-3,09/08/2012
5,Điều chỉnh lần 4,Đăng ký bổ sung,7.999.222,79.992.220.000,74/2006/GCNCP-VSD-4,29/10/2013
6,Điều chỉnh lần 5,Đăng ký bổ sung,9.000.498,90.004.980.000,74/2006/GCNCP-VSD-5,18/09/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,36.999.124,369.991.240.000,,
