STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,21.320.000,2.132.000.000.000,01/2022/GCNTP-VSD,06/01/2022
2,Điều chỉnh lần 1,Đăng ký bổ sung,19.350.000,1.935.000.000.000,01/2022/GCNTP-VSD-1,13/01/2022
3,Điều chỉnh lần 2,Đăng ký bổ sung,30.000.000,3.000.000.000.000,01/2022/GCNTP-VSD-2,20/01/2022
4,Điều chỉnh lần 3,Đăng ký bổ sung,35.600.000,3.560.000.000.000,số 01/2022/GCNTP-VSD-3,27/01/2022
5,Điều chỉnh lần 4,Đăng ký bổ sung,20.000.000,2.000.000.000.000,01/2022/GCNTP-VSD-4,10/02/2022
6,Điều chỉnh lần 5,Đăng ký bổ sung,15.090.000,1.509.000.000.000,01/2022/GCNTP-VSD-5,17/02/2022
7,Điều chỉnh lần 6,Đăng ký bổ sung,60.000,6.000.000.000,01/2022/GCNTP-VSD-6,24/02/2022
8,Điều chỉnh lần 7,Đăng ký bổ sung,15.000.000,1.500.000.000.000,01/2022/GCNTP-VSD-7,03/03/2022
9,Điều chỉnh lần 8,Đăng ký bổ sung,15.000.000,1.500.000.000.000,01/2022/GCNTP-VSD-8,17/03/2022
10,Điều chỉnh lần 9,Đăng ký bổ sung,15.000.000,1.500.000.000.000,01/2022/GCNTP-VSD-9,24/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,186.420.000,18.642.000.000.000,,
