STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,17.178.455,171.784.550.000,11/GCN/TTGD-LK,18/04/2002
2,Điều chỉnh lần 1,Đăng ký bổ sung,986.342,9.863.420.000,85/GCN/TTGD-LK,16/05/2005
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.821.545,28.215.450.000,155/GCN/TTGD-LK,20/07/2005
4,Điều chỉnh lần 3,Đăng ký bổ sung,13.808.973,138.089.730.000,233/GCN/TTGD-LK,10/04/2006
5,Điều chỉnh lần 4,Đăng ký bổ sung,5.146.770,51.467.700.000,9/GCNCP-CNTTLK,08/03/2007
6,Điều chỉnh lần 5,Đăng ký bổ sung,5.830.196,58.301.960.000,11/GCNCP-CNTTLK,31/03/2007
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.000.000,20.000.000.000,74/2008/GCNCP-CNTTLK,21/07/2008
8,Điều chỉnh lần 7,Đăng ký bổ sung,51.787.500,517.875.000.000,11/2010/GCNCP-VSD-7,15/11/2010
9,Điều chỉnh lần 8,Đăng ký bổ sung,9.447.309,94.473.090.000,11/2010/GCNCP-VSD-8,25/04/2012
10,Điều chỉnh lần 9,Đăng ký bổ sung,3.283.400,32.834.000.000,11/2002/GCNCP-VSD-9,05/04/2013
11,Điều chỉnh lần 10,Đăng ký bổ sung,1.690.960,16.909.600.000,11/2002/GCNCP-VSD-10,07/05/2013
12,Điều chỉnh lần 11,Đăng ký bổ sung,356.250,3.562.500.000,11/2002/GCNCP-VSD-11,23/07/2013
13,Điều chỉnh lần 12,Đăng ký bổ sung,1.716.325,17.163.250.000,11/2002/GCNCP-VSD-12,17/07/2014
14,Điều chỉnh lần 13,Đăng ký hủy 1 phần,-272.281,-2.722.810.000,11/2002/GCNCP-VSD-13,30/09/2014
15,Điều chỉnh lần 14,Đăng ký bổ sung,356.250,3.562.500.000,11/2002/GCNCP-VSD-14,17/10/2014
16,Điều chỉnh lần 15,Thay đổi tên TCPH,0,0,11/2002/GCNCP-VSD-15,03/07/2015
17,Điều chỉnh lần 16,Đăng ký bổ sung,3.484.000,34.840.000.000,11/2002/GCNCP-VSD-16,11/11/2015
18,Điều chỉnh lần 17,Đăng ký bổ sung,59.810.287,598.102.870.000,11/2002/GCNCP-VSD-17,23/06/2016
19,Điều chỉnh lần 18,Đăng ký bổ sung,108.844.676,1.088.446.760.000,11/2002/GCNCP-VSD-18,10/07/2017
20,Điều chỉnh lần 19,Đăng ký bổ sung,8.648.000,86.480.000.000,số 11/2002/GCNCP-VSD-19,07/09/2018
21,Điều chỉnh lần 20,Đăng ký bổ sung,4.453.000,44.530.000.000,11/2002/GCNCP-VSD-20,03/02/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,301.377.957,3.013.779.570.000,,
