STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.969.946,39.699.460.000,Sô´ 35/2014/GCNCP-VSD,28/05/2014
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.000.000,20.000.000.000,số 35/2014/GCNCP-VSD-1,28/12/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.969.946,59.699.460.000,,
