STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,50.000.000,0.0,500.000.000.000,0.0,02/2006/GCNCCQ-CNTTLK,23/11/2006
2,Cấp lần đầu,Thay đổi tên TCPH,0,0.0,0,0.0,02/2006/GCNCP-VSD-1,31/01/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,50.000.000,0.0,500.000.000.000,0.0,,
Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,50.000.000,,,,,
Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,500.000.000.000,,,,,
