STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,12.000.000,120.000.000.000,02/GCN/TTGD2,17/07/2000
2,Điều chỉnh lần 1,Đăng ký bổ sung,6.000.000,60.000.000.000,07/HCN/TTGDHCM-LK,27/03/2003
3,Điều chỉnh lần 2,Đăng ký bổ sung,5.400.000,54.000.000.000,05/2006/GCN/TTGDHCM-LK,06/01/2006
4,Điều chỉnh lần 3,Đăng ký bổ sung,4.616.981,46.169.810.000,185/2006/GCN/TTGDHCM-LK,31/03/2006
5,Điều chỉnh lần 4,Đăng ký bổ sung,63.019,630.190.000,10/GCNCP-CNTTLK,05/07/2006
6,Điều chỉnh lần 5,Đăng ký bổ sung,9.359.428,93.594.280.000,27/2006/GCNCP-CNTTLK,20/09/2006
7,Điều chỉnh lần 6,Đăng ký bổ sung,17.060.572,170.605.720.000,57/2007/GCNCP-CNTTLK,02/08/2007
8,Điều chỉnh lần 7,Đăng ký bổ sung,10.899.216,108.992.160.000,25/2008/GCNCP-CNTTLK,29/02/2008
9,Điều chỉnh lần 9,Đăng ký bổ sung,65.399.216,653.992.160.000,02/2000/GCNCP-VSD-9,10/08/2011
10,Điều chỉnh lần 10,Đăng ký bổ sung,7.846.096,78.460.960.000,02/2000/GCNCP-VSD-10,07/04/2015
11,Điều chỉnh lần 11,Đăng ký bổ sung,41.590.808,415.908.080.000,02/2000/GCNCP-VSD-11,31/08/2015
12,Điều chỉnh lần 12,Thay đổi tên TCPH,0,0,02/2000/GCNCP-VSD-12,20/10/2017
13,Điều chỉnh lần 13,Đăng ký bổ sung,61.550.367,615.503.670.000,số 02/2000/GCNCP-VSD-1,08/11/2017
14,Điều chỉnh lần 14,Đăng ký bổ sung,7.250.560,72.505.600.000,số 02/2000/GCNCP-VSD-14,21/01/2019
15,Điều chỉnh lần 15,Đăng ký bổ sung,7.468.277,74.682.770.000,số 02/2000/GCNCP-VSD- 15,21/10/2019
16,Điều chỉnh lần 16,Đăng ký bổ sung,93.492.650,934.926.500.000,02/2000/GCNCP-VSD-16,23/03/2021
17,Điều chỉnh lần 17,Đăng ký bổ sung,15.355.875,153.558.750.000,02/2000/GCNCP-VSD-17,02/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,365.353.065,3.653.530.650.000,,
