STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.472.000,54.720.000.000,38/2009/GCNCP-TTLK,07/08/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,270.000,2.700.000.000,38/2009/GCNCP-VSD-1,24/04/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.843.290,28.432.900.000,38/2009/GCNCP-VSD-2,29/07/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,426.115,4.261.150.000,số 38/2009/GCNCP-VSD-3,16/03/2018
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.937.600,29.376.000.000,số 38/2009/GCNCP-VSD-4,28/11/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,11.949.005,119.490.050.000,,
