STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,9.912.600,99.126.000.000,122/2009/GCNCP-CNVSD,16/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,29.823.602,298.236.020.000,122/2009/GCNCP-VSD-1,27/04/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,7.947.238,79.472.380.000,122/2009/GCNCP-VSD-2,16/01/2014
4,Cấp lần đầu,Thay đổi tên TCPH,0,0,122/2009/GCNCP-VSD-3,21/10/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,9.536.688,95.366.880.000,122/2009/GCNCP-VSD-4,24/10/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,50.067.612,500.676.120.000,122/2009/GCNCP-VSD-5,03/12/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,5.364.387,53.643.870.000,122/2009/GCNCP-VSD-6,18/08/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,107.287.740,1.072.877.400.000,122/2009/GCNCP-VSD-7,01/10/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,21.993.986,219.939.860.000,số 122/2009/GCNCP-VSD-8,31/10/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,16.933.996,169.339.960.000,số 122/2009/GCNCP-VSD-9,12/04/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,77.658.903,776.589.030.000,122/2009/GCNCP-VSD-10,25/02/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,336.526.752,3.365.267.520.000,,
