STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,38.431,384.310.000,số 17/CPH/2019/GCNCP-VSD,20/06/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,205.495,2.054.950.000,số 69/2019/GCNCP-VSD,27/12/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,794.505,7.945.050.000,10/04/2020,08/04/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.000.000,10.000.000.000,,
