STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,22.000,220.000.000,số 05/CPH/2019/GCNCP-VSD,22/05/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.800.000,38.000.000.000,số 50/2019/GCNCP-VSD,29/10/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.800.000,38.000.000.000,,
