STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.000.000,80.000.000.000,132/2009/GCNCP-CNVSD,25/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.999.930,39.999.300.000,132/2009/GCNCP-CNVSD-1,06/06/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,6.000.070,60.000.700.000,132/2009/GCNCP-VSD-2,12/12/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,18.000.000,180.000.000.000,,
