STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,29.500.000,2.950.000.000.000,số 24/2019/GCNTP-VSD,25/07/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,20.200.000,2.020.000.000.000,số 24/2019/GCNTP-VSD-1,01/08/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,8.500.000,850.000.000.000,số 24/2019/GCNTP-VSD-2,08/08/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 24/2019/GCNTP-VSD-3,15/08/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 24/2019/GCNTP-VSD-4,22/08/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 24/2019/GCNTP-VSD-5,29/08/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 24/2019/GCNTP-VSD-6,12/09/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 24/2019/GCNTP-VSD-7,03/10/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 24/2019/GCNTP-VSD-8,10/10/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.357.560,535.756.000.000,số 24/2019/GCNTP-VSD-9,20/12/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,6.174.808,617.480.800.000,số 24/2019/GCNTP-VSD-10,31/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,144.732.368,14.473.236.800.000,,
