STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,14.446.000,144.460.000.000,23/2006/GCNCP-TTLK,07/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.222.998,72.229.980.000,23/2006/GCNCP-TTLK-1,16/07/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,21.668.998,216.689.980.000,23/2006/GCNCP-VSD-2,13/04/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,13.001.294,130.012.940.000,23/2006/GCNCP-VSD-3,03/07/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,5.633.805,56.338.050.000,23/2006/GCNCP-VSD-4,15/07/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,12.394.212,123.942.120.000,số 23/2006/GCNCP-VSD-5,17/06/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,14.872.995,148.729.950.000,23/2006/GCNCP-VSD-6,03/07/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,8.923.551,89.235.510.000,số 23/2006/GCNCP-VSD-7,21/11/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,19.632.330,196.323.300.000,số 23/2006/GCNCP-VSD-8,23/07/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,117.796.183,1.177.961.830.000,,
