STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Điều chỉnh lần 3,Đăng ký bổ sung,25.592.768,255.927.680.000,16/2008/GCNCP-VSD-4,25/03/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,205.498.489,2.054.984.890.000,,
