STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,500.000.000.000,05/2019/GCNTP-VSD,17/01/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.485.000,448.500.000.000,05/2019/GCNTP-VSD-1,31/01/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.000.000,400.000.000.000,05/2019/GCNTP-VSD-2,21/02/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.000.000,200.000.000.000,số 05/2019/GCNTP-VSD-3,07/03/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.000.000,200.000.000.000,số 05/2019/GCNTP-VSD-4,21/03/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.110.000,211.000.000.000,số 05/2019/GCNTP-VSD-5,18/04/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,6.250.000,625.000.000.000,số 05/2019/GCNTP-VSD-6,25/04/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,7.500.000,750.000.000.000,số 05/2019/GCNTP-VSD-7,09/05/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 05/2019/GCNTP-VSD-8,23/05/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,7.500.000,750.000.000.000,số 05/2019/GCNTP-VSD-9,06/06/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 05/2019/GCNTP-VSD-10,13/06/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,7.570.000,757.000.000.000,số 05/2019/GCNTP-VSD-11,04/07/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 05/2019/GCNTP-VSD-12,18/07/2019
14,Điều chỉnh lần 13,Đăng ký bổ sung,3.000.000,300.000.000.000,số 05/2019/GCNTP-VSD-13,01/08/2019
15,Điều chỉnh lần 14,Đăng ký bổ sung,5.000.000,500.000.000.000,số 05/2019/GCNTP-VSD-14,22/08/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,101.415.000,10.141.500.000.000,,
