STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,36.572.145,365.721.450.000,43/2011/GCNCP-VSD,22/06/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,105.000,1.050.000.000,43/2011/GCNCP-VSD-1,01/03/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,36.677.145,366.771.450.000,,
