STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.500.000,35.000.000.000,90/2014/GCNCP-VSD,23/12/2014
2,Điều chỉnh lần 1,Đăng ký bổ sung,350.000,3.500.000.000,90/2014/GCNCP-VSD-1,10/07/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.500.000,35.000.000.000,90/2014/GCNCP-VSD-2,26/08/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,7.000.000,70.000.000.000,số 90/2014/GCNCP-VSD-3,29/01/2016
5,Điều chỉnh lần 4,Đăng ký bổ sung,5.000.000,50.000.000.000,số 90/2014/GCNCP-VSD-4,12/05/2016
6,Điều chỉnh lần 5,Đăng ký bổ sung,19.350.000,193.500.000.000,số 90/2014/GCNCP-VSD-5,07/12/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,3.869.985,38.699.850.000,90/2014/GCNCP-VSD-6,12/09/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,4.256.969,42.569.690.000,số 90/2014/GCNCP-VSD-7,18/06/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,4.682.629,46.826.290.000,số 90/2014/GCNCP-VSD-8,10/12/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,50.000.000,500.000.000.000,90/2014/GCNCP-VSD-9,08/04/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,101.509.583,1.015.095.830.000,,
