STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,9.000.000,90.000.000.000,21/2011/GCNCP-VSD,23/03/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,9.000.000,90.000.000.000,,
