STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.500.000,35.000.000.000,159 /2010/GCNCP-VSD,08/07/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,180.000,1.800.000.000,159/2010/GCNCP-1,11/12/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.680.000,36.800.000.000,,
