STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,19.500.000,1.950.000.000.000,số 01/2018/GCNTP-VSD,04/01/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,19.500.000,1.950.000.000.000,số 01/2018/GCNTP-VSD-1,01/03/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,640.000,64.000.000.000,số 01/2018/GCNTP-VSD-2,03/05/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.000.000,500.000.000.000,số 01/2018/GCNTP-VSD-3,17/05/2018
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.150.000,215.000.000.000,số 01/2018/GCNTP-VSD-4,24/05/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.000.000,100.000.000.000,số 01/2018/GCNTP-VSD-5,21/06/2018
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.000.000,200.000.000.000,số 01/2018/GCNTP-VSD-6,05/07/2018
8,Điều chỉnh lần 7,Đăng ký bổ sung,6.500.000,650.000.000.000,số 01/2018/GCNTP-VSD-7,12/07/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,13.000.000,1.300.000.000.000,01/2018/GCNTP-VSD-8,19/07/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.000.000,100.000.000.000,số 01/2018/GCNTP-VSD-9,16/08/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,70.290.000,7.029.000.000.000,,
