STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,150.000.000.000,08/2013/GCNCP-VSD,17/05/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,750.000,7.500.000.000,08/2013/GCNCP-VSD-1,04/12/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.149.999,31.499.990.000,08/2013/GCNCP-VSD-2,09/05/2014
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.749.997,157.499.970.000,08/2013/GCNCP-VSD-3,21/05/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,12.127.498,121.274.980.000,08/2013/GCNCP-VSD-4,14/08/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,3.222.500,32.225.000.000,08/2013/GCNCP-VSD-5,20/11/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,9.212.498,92.124.980.000,08/2013/GCNCP-VSD-6,21/01/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,29.999.996,299.999.960.000,08/2013/GCNCP-VSD-7,25/02/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,89.212.488,892.124.880.000,08/2013/GCNCP-VSD-8,04/06/2015
10,Điều chỉnh lần 9,Đăng ký bổ sung,787.501,7.875.010.000,08/2013/GCNCP-VSD-9,02/07/2015
11,Điều chỉnh lần 10,Đăng ký bổ sung,14.336.485,143.364.850.000,số 08/2013/GCNCP-VSD-10,05/07/2016
12,Điều chỉnh lần 11,Thay đổi tên TCPH,0,0,số 08/2013/GCNCP-VSD-11,03/11/2016
13,Điều chỉnh lần 12,Đăng ký bổ sung,30.000.000,300.000.000.000,số 08/2013/GCNCP-VSD-12,21/11/2016
14,Điều chỉnh lần 13,Đăng ký bổ sung,31.181.285,311.812.850.000,số 08/2013/GCNCP-VSD-13,18/01/2017
15,Điều chỉnh lần 14,Đăng ký bổ sung,8.000.000,80.000.000.000,08/2013/GCNCP-VSD-14,09/11/2021
16,Điều chỉnh lần 15,Đăng ký bổ sung,26.272.393,262.723.930.000,08/2013/GCNCP-VSD-15,26/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,289.002.640,2.890.026.400.000,,
