STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.000.000,10.000.000.000,300/2010/GCNCP-VSD,16/12/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,500.000,5.000.000.000,300/2010/GCNCP-VSD-1,04/12/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,300.000,3.000.000.000,300/2010/GCNCP-VSD-2,20/11/2014
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.260.000,12.600.000.000,số 300/2010/GCNCP-VSD-3,27/04/2016
5,Điều chỉnh lần 4,Đăng ký bổ sung,917.936,9.179.360.000,300/2010/GCNCP-VSD-4,06/09/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.977.936,39.779.360.000,,
