STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.500.000,35.000.000.000,85/GCN/TTGDHCM-LK,09/04/2004
2,Điều chỉnh lần 1,Đăng ký bổ sung,349.962,3.499.620.000,309/GCG/TTGDHCM-LK,03/11/2005
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.155.038,11.550.380.000,22/GCNCP-CNTTLK,07/08/2006
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.701.500,17.015.000.000,75/2006/GCNCP-CNTTLK,18/12/2006
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.393.170,33.931.700.000,30/2008/GCNCP-CNTTLK,10/03/2008
6,Điều chỉnh lần 5,Đăng ký bổ sung,5.020.276,50.202.760.000,85/2010/GCNCP-CNVSD-5,19/10/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,15.119.946,151.199.460.000,,
