STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.506.821,45.068.210.000,122/2009/GCNCP-VSD,31/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,221.115,2.211.150.000,122/2009/GCNCP-VSD-1,30/07/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.073.212,10.732.120.000,122/2009/GCNCP-VSD-2,06/09/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.320.358,23.203.580.000,122/2009/GCNCP-VSD-3,09/08/2011
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.277.510,42.775.100.000,122/2009/GCNCP-VSD-4,26/09/2012
6,Điều chỉnh lần 5,Đăng ký bổ sung,652.580,6.525.800.000,122/2009/GCNCP-VSD-5,14/01/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,4.806.841,48.068.410.000,122/2009/GCNCP-VSD-6,15/07/2014
8,Điều chỉnh lần 7,Đăng ký bổ sung,4.800.995,48.009.950.000,122/2009/GCNCP-VSD-7,17/09/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,2.255.559,22.555.590.000,số 122/2009/GCNCP-VSD-8,05/07/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,24.914.991,249.149.910.000,,
