STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,500.000.000.000,58/2015/GCNTP-VSD,23/10/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.000.000,500.000.000.000,,
