STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.600.000,66.000.000.000,số 86/2018/GCNCP-VSD,12/10/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.600.000,66.000.000.000,,
