STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,21.000.000,2.100.000.000.000,30/2015/GCNTP-VSD,13/03/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,9.000.000,900.000.000.000,30/2015/GCNTP-VSD-1,09/04/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,14.000.000,1.400.000.000.000,30/2015/GCNTP-VSD-2,22/04/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,360.000,36.000.000.000,30/2015/GCNTP-VSD-3,20/05/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.250.000,225.000.000.000,30/2015/GCNTP-VSD-4,03/06/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.000.000,100.000.000.000,30/2015/GCNTP-VSD-5,10/06/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.200.000,220.000.000.000,30/2015/GCNTP-VSD-6,17/06/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,10.000.000,1.000.000.000.000,30/2015/GCNTP-VSD-7,24/06/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,40.000.000,4.000.000.000.000,30/2015/GCNTP-VSD-8,10/07/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,99.810.000,9.981.000.000.000,,
