STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.000.719,10.007.190.000,09/2013/GCNCP-VSD,23/05/2013
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.000.719,10.007.190.000,,
