STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,500.000,50.000.000.000,55/2006/GCNTP-TTLK,17/10/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.278.400,327.840.000.000,55/2006/GCNTP-TTLK-1,16/01/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.778.400,377.840.000.000,,
