STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,cấp Giấy chứng nhận đăng ký cổ phiếu trúng đấu giá,19.500,195.000.000,số 16CPH/2019/GCNCP-VSD,18/06/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.950.000,19.500.000.000,số 66/2019/GCNCP-VSD,19/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.950.000,19.500.000.000,,
