STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,12.000.000,120.000.000.000,120/2010/GCNCP-VSD,19/05/2010
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,120/2010/GCNCP-VSD-1,27/03/2014
3,Điều chỉnh lần 2,Đăng ký bổ sung,13.200.000,132.000.000.000,12/2013/GCNCP-VSD-2,28/02/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,40.000.000,400.000.000.000,12/2013/GCNCP-VSD-3,27/06/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,65.200.000,652.000.000.000,,
