STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.639.460,16.394.600.000,số 06/2016/GCNCP-VSD,21/01/2016
2,Điều chỉnh lần 1,Đăng ký bổ sung,245.846,2.458.460.000,số 06/2016/GCNCP-VSD-1,15/07/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.885.306,18.853.060.000,,
