STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.171.175,41.711.750.000,số 189/2016/GCNCP-VSD,12/12/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,4.171.175,41.711.750.000,,
