STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.240.000,52.400.000.000,98/2010/GCNCP-VSD,15/04/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.000.000,30.000.000.000,98/2010/GCNCP-VSD-1,19/04/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.240.000,82.400.000.000,,
