STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,40.000.000,400.000.000.000,84/2007/GCNCP-CNTTLK,28/09/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,20.000.000,200.000.000.000,38/2008/GCNCP-CNTTLK,27/03/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,19.866.666,198.666.660.000,25/2010/GCNCP-CNVSD,08/02/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,79.866.666,798.666.660.000,,
