STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,14.998.600,149.986.000.000,38/2006/GCNCP-TTLK,14/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.993.030,29.930.300.000,38/2006/GCNCP-TTLK-1,19/11/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.438.376,14.383.760.000,38/2006/GCNCP-TTLK-2,24/07/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,19.430.006,194.300.060.000,,
