STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.000.000,20.000.000.000,17/2010/GCNCP-VSD,21/01/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,993.910,9.939.100.000,số 17/2010/GCNCP-VSD-1,16/08/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.993.910,29.939.100.000,,
