STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,12.500.000,125.000.000.000,99/2010/GCNCP-VSD,15/04/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,25.000.000,250.000.000.000,,
