STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Cấp Giấy chứng nhận đăng ký cổ phiếu trúng đấu giá,2.955.300,29.553.000.000,số 02CPH/2018/GCNCP-VSD,16/01/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,17.500.000,175.000.000.000,số 19/2019/GCNCP-VSD do VSD cấp ngày 07/05/2019,07/05/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,17.500.000,175.000.000.000,,
