STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.400.000,14.000.000.000,114/2009/GCNCP-VSD,18/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,599.844,5.998.440.000,114/2006/GCNCP-VSD-1,11/01/2011
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,114/2009/GCNCP-VSD-2,02/08/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.599.736,15.997.360.000,114/2009/GCNCP-VSD-3,21/07/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.599.580,35.995.800.000,,
