STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.589.119,85.891.190.000,52/2007/GCNCP-CNTTLK,20/07/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.374.149,13.741.490.000,102/2007/GCNCP-CNTTLK,01/11/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.992.396,19.923.960.000,80/2008/GCNCP-CNTTLK,14/08/2008
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.200.000,22.000.000.000,09/2009/GCNCP-CNTTLK,10/03/2009
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.415.050,14.150.500.000,040/2009/GCNCP-CNTTLK,17/07/2009
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.334.379,23.343.790.000,52/2007/GCNCP-VSD-5,30/09/2010
7,Điều chỉnh lần 6,Đăng ký bổ sung,894.462,8.944.620.000,52/2007/GCNCP-VSD-6,13/07/2011
8,Điều chỉnh lần 7,Đăng ký bổ sung,563.178,5.631.780.000,52/2007/GCNCP-VSD-7,01/08/2012
9,Điều chỉnh lần 8,Đăng ký bổ sung,9.345.436,93.454.360.000,52/2007/GCNCP-VSD-8,21/04/2015
10,Điều chỉnh lần 9,Đăng ký bổ sung,41.660.585,416.605.850.000,52/2007/GCNCP-VSD-9,05/06/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,70.368.754,703.687.540.000,,
