STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.100.000,31.000.000.000,48/2006/GCNCP-CNVSD,24/11/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.500.000,15.000.000.000,21/2007/GCNCP-VSD,11/05/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.289.749,22.897.490.000,60/2008/GCNCP-VSD,20/06/2008
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.171.257,11.712.570.000,50/2009/GCNCP-CNVSD,30/07/2009
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.000.000,40.000.000.000,48/2006/GCNCP-VSD-4,29/06/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,31.155,311.550.000,48/2006/GCNCP-VSD-5,22/09/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,12.092.161,120.921.610.000,,
