STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.500.000,85.000.000.000,221/2010/GCNCP-VSD,17/09/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.500.000,85.000.000.000,,
